,,,,,,,,,,Month Year,Apr-17,Apr-17,Apr-17,Apr-17,Apr-17,Apr-17,Apr-17,Apr-17,May-17,May-17,May-17,May-17,May-17,May-17,May-17,May-17,Jun-17,Jun-17,Jun-17,Jun-17,Jun-17,Jun-17,Jun-17,Jun-17,Jul-17,Jul-17,Jul-17,Jul-17,Jul-17,Jul-17,Jul-17,Jul-17,Aug-17,Aug-17,Aug-17,Aug-17,Aug-17,Aug-17,Aug-17,Aug-17,Sep-17,Sep-17,Sep-17,Sep-17,Sep-17,Sep-17,Sep-17,Sep-17,Oct-17,Oct-17,Oct-17,Oct-17,Oct-17,Oct-17,Oct-17,Oct-17,Nov-17,Nov-17,Nov-17,Nov-17,Nov-17,Nov-17,Nov-17,Nov-17,Dec-17,Dec-17,Dec-17,Dec-17,Dec-17,Dec-17,Dec-17,Dec-17,Jan-18,Jan-18,Jan-18,Jan-18,Jan-18,Jan-18,Jan-18,Jan-18,Feb-18,Feb-18,Feb-18,Feb-18,Feb-18,Feb-18,Feb-18,Feb-18,Mar-18,Mar-18,Mar-18,Mar-18,Mar-18,Mar-18,Mar-18,Mar-18,Total,Total,Total,Total,Total,Total,Total,Total
925,PC - 2,Paulina Terrell,Level 7,Location 7,Client Service Staff,Confirmed Staff,Myrtie Brana,31-07-2017,Active,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,168,145,0.00,0.00,23.00,0.00,137.00,0.00%,184,160,0.00,24.00,0.00,0.00,168.00,0.00%,168,160,112.00,8.00,0.00,0.00,48.00,70.00%,176,152,196.00,24.00,0.00,0.00,-40.00,128.95%,176,176,144.00,0.00,0.00,0.00,32.00,81.82%,168,168,168.00,0.00,0.00,0.00,0.00,100.00%,184,128,120.00,56.00,0.00,0.00,8.00,93.75%,160,152,160.00,0.00,8.00,0.00,0.00,105.26%,176,160,160.00,16.00,0.00,0.00,0.00,100.00%,"1,560",1401,"1,060.00",128.00,31.00,0.00,353.00,75.66%
926,PC - 3,Karter Bridges,Level 8,Location 1,Client Service Staff,Resigned,Tallia Eyde,31-07-2017,Resigned,31-01-2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,128,100,0.00,0.00,28.00,0.00,92.00,0.00%,184,168,30.00,8.00,8.00,0.00,146.00,17.86%,168,160,150.00,8.00,0.00,0.00,10.00,93.75%,176,160,192.00,16.00,0.00,0.00,-24.00,120.00%,176,168,32.00,8.00,0.00,0.00,136.00,19.05%,168,112,80.00,40.00,16.00,0.00,32.00,71.43%,80,80,0.00,0.00,0.00,0.00,120.00,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,080",948,484.00,80.00,52.00,0.00,512.00,51.05%
927,PC - 3,Saige Burch,Level 8,Location 1,Client Service Staff,Confirmed Staff,Tallia Eyde,31-07-2017,Active,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,128,108,0.00,0.00,20.00,0.00,100.00,0.00%,184,159,80.00,16.00,9.00,0.00,87.00,50.31%,168,160,120.00,8.00,0.00,0.00,40.00,75.00%,176,160,160.00,16.00,0.00,0.00,0.00,100.00%,176,168,144.00,8.00,0.00,0.00,24.00,85.71%,168,104,72.00,40.00,24.00,0.00,32.00,69.23%,184,160,160.00,24.00,0.00,0.00,0.00,100.00%,160,160,160.00,0.00,0.00,0.00,0.00,100.00%,176,160,56.00,16.00,0.00,0.00,104.00,35.00%,"1,520",1339,952.00,128.00,53.00,0.00,387.00,71.10%
928,PC - 3,Brent Duke,Level 8,Location 1,Client Service Staff,Confirmed Staff,Tallia Eyde,31-07-2017,Active,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,128,100,8.00,0.00,28.00,0.00,84.00,8.00%,184,168,48.00,16.00,0.00,0.00,128.00,28.57%,168,160,184.00,8.00,0.00,0.00,16.00,115.00%,176,176,96.00,0.00,0.00,0.00,80.00,54.55%,176,176,80.00,0.00,0.00,0.00,64.00,45.45%,168,104,120.00,40.00,24.00,0.00,24.00,115.38%,184,176,112.00,8.00,0.00,0.00,64.00,63.64%,160,160,280.00,0.00,0.00,0.00,-24.00,175.00%,176,152,128.00,24.00,0.00,0.00,-24.00,84.21%,"1,520",1372,"1,056.00",96.00,52.00,0.00,412.00,76.97%
929,PC - 3,Elsa Gutierrez,Level 8,Location 1,Client Service Staff,Confirmed Staff,Christina Desdemona,31-07-2017,Active,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,128,108,0.00,0.00,20.00,0.00,100.00,0.00%,184,156,8.00,8.00,20.00,0.00,156.00,5.13%,168,160,144.00,8.00,0.00,0.00,16.00,90.00%,176,160,168.00,16.00,0.00,0.00,-8.00,105.00%,176,176,120.00,0.00,0.00,0.00,56.00,68.18%,168,96,48.00,48.00,24.00,0.00,56.00,50.00%,184,176,0.00,8.00,0.00,0.00,176.00,0.00%,160,144,104.00,16.00,0.00,0.00,40.00,72.22%,176,176,88.00,0.00,0.00,0.00,88.00,50.00%,"1,520",1352,680.00,104.00,64.00,0.00,680.00,50.30%
930,PC - 3,Dallas Arellano,Level 8,Location 1,Client Service Staff,Confirmed Staff,Christina Desdemona,31-07-2017,Active,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,128,100,0.00,0.00,28.00,0.00,92.00,0.00%,184,168,28.00,8.00,8.00,0.00,148.00,16.67%,168,160,23.00,8.00,0.00,0.00,137.00,14.38%,176,160,188.00,16.00,0.00,0.00,-28.00,117.50%,176,168,100.00,8.00,0.00,0.00,88.00,59.52%,168,88,68.00,56.00,24.00,0.00,8.00,77.27%,184,168,176.00,16.00,0.00,0.00,0.00,104.76%,160,160,160.00,0.00,0.00,0.00,0.00,100.00%,176,168,168.00,8.00,0.00,0.00,0.00,100.00%,"1,520",1340,911.00,120.00,60.00,0.00,445.00,67.99%
931,PC - 3,Erik Bird,Level 7,Location 1,Client Service Staff,Confirmed Staff,Nikolia Shirl,31-07-2017,Active,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,128,48,60.00,0.00,80.00,0.00,0.00,125.00%,184,184,172.00,0.00,0.00,0.00,0.00,93.48%,168,120,137.00,24.00,24.00,0.00,0.00,114.17%,176,154,145.00,16.00,6.00,0.00,0.00,94.16%,176,168,168.00,8.00,0.00,0.00,5.00,100.00%,168,128,128.00,40.00,0.00,0.00,0.00,100.00%,184,152,152.00,32.00,0.00,0.00,0.00,100.00%,160,160,160.00,0.00,0.00,0.00,0.00,100.00%,176,176,176.00,0.00,0.00,0.00,0.00,100.00%,"1,520",1290,"1,298.00",120.00,110.00,0.00,5.00,100.62%
932,PC - 3,Mercedes Murillo,Level 8,Location 1,Client Service Staff,Confirmed Staff,Yolanthe Laurella,31-07-2017,Active,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,128,108,80.00,0.00,20.00,0.00,20.00,74.07%,184,136,144.00,32.00,16.00,0.00,0.00,105.88%,168,160,174.50,8.00,0.00,0.00,0.00,109.06%,176,126,142.00,48.00,2.00,0.00,0.00,112.70%,176,160,155.00,16.00,0.00,0.00,5.00,96.88%,168,128,112.00,40.00,0.00,0.00,16.00,87.50%,184,160,183.00,24.00,0.00,0.00,32.00,114.38%,160,160,160.00,0.00,0.00,0.00,0.00,100.00%,176,160,160.00,16.00,0.00,0.00,0.00,100.00%,"1,520",1298,"1,310.50",184.00,38.00,0.00,73.00,100.96%
933,PC - 1,Wesley Sparks,Level 8,Location 3,Client Service Staff,Confirmed Staff,Jamiya Sellers,31-07-2017,Active,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,128,107,16.00,0.00,21.00,0.00,83.00,14.95%,184,163,40.00,16.00,5.00,0.00,163.00,24.54%,168,160,248.00,8.00,0.00,0.00,32.00,155.00%,176,160,136.00,16.00,0.00,0.00,24.00,85.00%,176,176,176.00,0.00,0.00,0.00,0.00,100.00%,168,128,128.00,40.00,0.00,0.00,0.00,100.00%,184,158.5,109.00,24.00,1.50,0.00,54.50,68.77%,160,152,93.00,8.00,0.00,0.00,64.00,61.18%,176,152,160.00,24.00,0.00,0.00,0.00,105.26%,"1,520",1356.5,"1,106.00",136.00,27.50,0.00,420.50,81.53%
934,PC - 1,Macey Hendricks,Level 7,Location 3,Client Service Staff,Confirmed Staff,Dionne Ronna,31-07-2017,Active,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,128,112,80.00,0.00,16.00,0.00,24.00,71.43%,184,160,64.00,0.00,24.00,0.00,128.00,40.00%,168,160,288.00,8.00,0.00,0.00,-80.00,180.00%,176,136,40.00,40.00,0.00,0.00,96.00,29.41%,176,144,216.00,32.00,0.00,0.00,-48.00,150.00%,168,160,134.00,8.00,0.00,0.00,52.00,83.75%,184,136,126.00,48.00,0.00,0.00,10.00,92.65%,160,152,114.00,8.00,0.00,0.00,38.00,75.00%,176,144,108.00,32.00,0.00,0.00,36.00,75.00%,"1,520",1304,"1,170.00",176.00,40.00,0.00,256.00,89.72%
935,PC - 3,Isabela Mcbride,Level 7,Location 1,Client Service Staff,Confirmed Staff,Benedikta Kirbee,31-07-2017,Active,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,168,152,0.00,0.00,16.00,0.00,144.00,0.00%,184,168,88.00,0.00,16.00,0.00,56.00,52.38%,168,160,80.00,0.00,8.00,0.00,112.00,50.00%,176,184,341.50,0.00,-8.00,0.00,-120.00,185.60%,176,160,155.50,16.00,0.00,0.00,8.00,97.19%,168,112,133.00,56.00,0.00,0.00,0.00,118.75%,184,144,149.50,40.00,0.00,0.00,8.00,103.82%,160,160,162.00,0.00,0.00,0.00,0.00,101.25%,176,152,151.50,24.00,0.00,0.00,8.00,99.67%,"1,560",1392,"1,261.00",136.00,32.00,0.00,216.00,90.59%
1108,PC - 2,Ivy Gipsy,Level 6,Location 9,Client Service Staff,Confirmed Staff,Lenora Nydia,31-07-2017,Active,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,128,120,0.00,0.00,8.00,0.00,112.00,0.00%,184,168,115.00,16.00,0.00,0.00,65.00,68.45%,168,160,17.00,0.00,8.00,0.00,151.00,10.63%,176,152,224.00,24.00,0.00,0.00,18.00,147.37%,176,176,176.00,0.00,0.00,0.00,0.00,100.00%,168,128,88.00,40.00,0.00,0.00,40.00,68.75%,184,168,168.00,16.00,0.00,0.00,0.00,100.00%,160,160,160.00,0.00,0.00,0.00,0.00,100.00%,176,160,160.00,16.00,0.00,0.00,0.00,100.00%,"1,520",1392,"1,108.00",112.00,16.00,0.00,386.00,79.60%
936,PC - 3,Aimee Reynolds,Level 8,Location 1,Client Service Staff,Confirmed Staff,Rosabel Saidee,31-07-2017,Active,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,128,112,80.00,0.00,16.00,0.00,24.00,71.43%,184,152,160.00,24.00,8.00,0.00,0.00,105.26%,168,160,184.00,8.00,0.00,0.00,0.00,115.00%,176,136,129.50,40.00,0.00,0.00,7.00,95.22%,176,167.5,160.50,8.00,0.50,0.00,8.00,95.82%,168,128,116.00,40.00,0.00,0.00,12.00,90.63%,184,160,220.00,24.00,0.00,0.00,8.00,137.50%,160,152,160.00,8.00,0.00,0.00,0.00,105.26%,176,152,152.00,24.00,0.00,0.00,0.00,100.00%,"1,520",1319.5,"1,362.00",176.00,24.50,0.00,59.00,103.22%
937,PC - 1,Rishi Horn,Level 8,Location 3,Client Service Staff,Confirmed Staff,Cherise Lainey,31-07-2017,Active,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,88,75,0.00,0.00,13.00,0.00,67.00,0.00%,184,157.5,127.00,16.00,10.50,0.00,38.50,80.63%,168,160,214.50,8.00,0.00,0.00,-54.50,134.06%,176,152,152.00,24.00,0.00,0.00,0.00,100.00%,176,176,176.00,0.00,0.00,0.00,0.00,100.00%,168,128,128.00,40.00,0.00,0.00,0.00,100.00%,184,165,168.00,16.00,3.00,0.00,0.00,101.82%,160,144,144.00,16.00,0.00,0.00,0.00,100.00%,176,168,168.00,8.00,0.00,0.00,0.00,100.00%,"1,480",1325.5,"1,277.50",128.00,26.50,0.00,51.00,96.38%
938,PC - 3,Malia Mason,Level 8,Location 1,Client Service Staff,Serving Notice Period,Christina Desdemona,31-07-2017,Active,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,88,48,48.00,0.00,40.00,0.00,0.00,100.00%,184,168,168.00,8.00,8.00,0.00,0.00,100.00%,168,168,168.00,0.00,0.00,0.00,0.00,100.00%,176,176,176.00,0.00,0.00,0.00,0.00,100.00%,176,176,176.00,0.00,0.00,0.00,0.00,100.00%,168,168,168.00,0.00,0.00,0.00,0.00,100.00%,184,184,184.00,0.00,0.00,0.00,0.00,100.00%,160,160,160.00,0.00,0.00,0.00,0.00,100.00%,176,176,176.00,0.00,0.00,0.00,0.00,100.00%,"1,480",1424,"1,424.00",8.00,48.00,0.00,0.00,100.00%
939,PC - 3,Allison Blackburn,Level 8,Location 4,Client Service Staff,Confirmed Staff,Mathilda Tomi,31-07-2017,Active,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,88,70.5,0.00,0.00,17.50,0.00,62.50,0.00%,184,176,0.00,0.00,8.00,0.00,184.00,0.00%,168,120,136.00,24.00,24.00,0.00,24.00,113.33%,176,156,248.00,16.00,4.00,0.00,0.00,158.97%,176,168,176.00,0.00,8.00,0.00,0.00,104.76%,168,123,88.00,40.00,5.00,0.00,40.00,71.54%,184,151,80.00,32.00,1.00,0.00,71.00,52.98%,160,160,0.00,0.00,0.00,0.00,160.00,0.00%,176,176,320.00,0.00,0.00,0.00,-144.00,181.82%,"1,480",1300.5,"1,048.00",112.00,67.50,0.00,397.50,80.58%
940,PC - 3,Amara Webb,Level 7,Location 1,Client Service Staff,Confirmed Staff,Gert Editha,31-07-2017,Active,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,88,61,56.00,0.00,27.00,0.00,0.00,91.80%,184,160,16.00,16.00,8.00,0.00,120.00,10.00%,168,160,104.00,8.00,0.00,0.00,88.00,65.00%,176,152,160.00,24.00,0.00,0.00,-24.00,105.26%,176,168,184.00,8.00,0.00,0.00,0.00,109.52%,168,72,80.00,72.00,24.00,0.00,0.00,111.11%,184,168,168.00,16.00,0.00,0.00,0.00,100.00%,160,152,152.00,8.00,0.00,0.00,0.00,100.00%,176,168,168.00,8.00,0.00,0.00,0.00,100.00%,"1,480",1261,"1,088.00",160.00,59.00,0.00,184.00,86.28%
941,PC - 1,Trent Andrews,Level 8,Location 3,Client Service Staff,Confirmed Staff,Conni Athene,31-07-2017,Active,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,88,75,0.00,0.00,13.00,0.00,67.00,0.00%,184,167,111.00,8.00,9.00,0.00,64.00,66.47%,168,160,160.00,8.00,0.00,0.00,0.00,100.00%,176,152,184.00,24.00,0.00,0.00,8.00,121.05%,176,176,96.00,0.00,0.00,0.00,80.00,54.55%,168,128,48.00,40.00,0.00,0.00,80.00,37.50%,184,174,176.00,8.00,2.00,0.00,0.00,101.15%,160,160,128.00,0.00,0.00,0.00,32.00,80.00%,176,152,120.00,16.00,8.00,0.00,32.00,78.95%,"1,480",1344,"1,023.00",104.00,32.00,0.00,363.00,76.12%
942,PC - 1,Taylor Barrett,Level 8,Location 3,Client Service Staff,Confirmed Staff,Sheila Papagena,31-07-2017,Active,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,88,59,48.00,0.00,29.00,0.00,11.00,81.36%,184,151,140.00,24.00,9.00,0.00,40.00,92.72%,168,48,50.00,120.00,0.00,0.00,0.00,104.17%,176,152,152.00,24.00,0.00,0.00,0.00,100.00%,176,168,168.00,8.00,0.00,0.00,0.00,100.00%,168,100,96.00,68.00,0.00,0.00,4.00,96.00%,184,168,168.00,16.00,0.00,0.00,0.00,100.00%,160,152,182.00,8.00,0.00,0.00,0.00,119.74%,176,168,168.00,8.00,0.00,0.00,0.00,100.00%,"1,480",1166,"1,172.00",276.00,38.00,0.00,55.00,100.51%
943,PC - 1,Paola Conway,Level 8,Location 3,Client Service Staff,Confirmed Staff,Luciana Erika,31-07-2017,Active,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,88,77,56.00,0.00,11.00,0.00,13.00,72.73%,184,175,184.00,8.00,1.00,0.00,0.00,105.14%,168,152,152.00,8.00,8.00,0.00,0.00,100.00%,176,144,144.00,32.00,0.00,0.00,0.00,100.00%,176,165,168.00,8.00,3.00,0.00,0.00,101.82%,168,120,120.00,48.00,0.00,0.00,0.00,100.00%,184,168,168.00,16.00,0.00,0.00,0.00,100.00%,160,136,36.00,24.00,0.00,0.00,100.00,26.47%,176,160,16.00,16.00,0.00,0.00,144.00,10.00%,"1,480",1297,"1,044.00",160.00,23.00,0.00,257.00,80.49%
944,PC - 1,Cael Chavez,Level 8,Location 3,Client Service Staff,Confirmed Staff,Jamiya Sellers,31-07-2017,Active,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,88,75,28.00,0.00,13.00,0.00,39.00,37.33%,184,157.5,41.00,16.00,10.50,0.00,124.50,26.03%,168,160,104.00,8.00,0.00,0.00,56.00,65.00%,176,160,334.00,16.00,0.00,0.00,-118.00,208.75%,176,175.5,120.00,0.00,0.50,0.00,55.50,68.38%,168,128,112.00,40.00,0.00,0.00,16.00,87.50%,184,155.5,136.00,24.00,4.50,0.00,30.50,87.46%,160,160,24.00,0.00,0.00,0.00,136.00,15.00%,176,160,60.00,16.00,0.00,0.00,108.00,37.50%,"1,480",1331.5,959.00,120.00,28.50,0.00,447.50,72.02%
945,PC - 1,Caylee Maxwell,Level 8,Location 3,Client Service Staff,Resigned,-,31-07-2017,Resigned,30-09-2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,88,73.5,64.00,0.00,14.50,0.00,1.50,87.07%,184,168,72.00,16.00,0.00,0.00,72.00,42.86%,48,48,0.00,0.00,0.00,0.00,80.00,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,320,289.5,136.00,16.00,14.50,0.00,153.50,46.98%
946,PC - 1,Shelby Harris,Level 8,Location 3,Client Service Staff,Resigned,Ilsa Marigold,31-07-2017,Resigned,30-09-2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,88,75,56.00,0.00,13.00,0.00,13.00,74.67%,184,166.5,56.00,16.00,1.50,0.00,120.00,33.63%,80,80,8.00,0.00,0.00,0.00,80.00,10.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,352,321.5,120.00,16.00,14.50,0.00,213.00,37.33%
947,PC - 1,Anabel Jimenez,Level 6,Location 3,Client Service Staff,Confirmed Staff,Rina Debee,31-07-2017,Active,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,88,73,0.00,0.00,15.00,0.00,65.00,0.00%,184,175,8.00,8.00,1.00,0.00,143.00,4.57%,168,160,0.00,8.00,0.00,3.00,189.00,0.00%,176,80,0.00,88.00,8.00,0.00,80.00,0.00%,176,152,192.00,24.00,0.00,0.00,-40.00,126.32%,168,160,302.00,8.00,0.00,0.00,0.00,188.75%,184,160,171.00,24.00,0.00,0.00,0.00,106.88%,160,155,158.00,0.00,5.00,0.00,0.00,101.94%,176,148,148.00,20.00,8.00,0.00,0.00,100.00%,"1,480",1263,979.00,180.00,37.00,3.00,437.00,77.51%
948,PC - 1,Cruz Tucker,Level 8,Location 3,Client Service Staff,Confirmed Staff,Lindy Marguerite,31-07-2017,Active,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,88,73,72.00,0.00,15.00,0.00,5.00,98.63%,184,155,136.00,16.00,13.00,0.00,32.00,87.74%,168,152,104.00,16.00,0.00,0.00,48.00,68.42%,176,126,80.00,48.00,2.00,0.00,46.00,63.49%,176,176,0.00,0.00,0.00,0.00,176.00,0.00%,168,108,148.00,40.00,20.00,0.00,-14.00,137.04%,184,168,276.00,16.00,0.00,0.00,-4.00,164.29%,160,160,184.00,0.00,0.00,0.00,-24.00,115.00%,176,168,144.00,8.00,0.00,0.00,48.00,85.71%,"1,480",1286,"1,144.00",144.00,50.00,0.00,313.00,88.96%
949,PC - 3,Rowan Cowan,Level 6,Location 1,Client Service Staff,Confirmed Staff,Rosabel Saidee,31-07-2017,Active,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,8,0.00,0.00,40.00,0.00,0.00,0.00%,184,160,136.00,16.00,8.00,0.00,0.00,85.00%,168,152,184.00,16.00,0.00,0.00,0.00,121.05%,176,156,156.00,16.00,4.00,0.00,0.00,100.00%,176,176,176.00,0.00,0.00,0.00,0.00,100.00%,168,128,128.00,40.00,0.00,0.00,0.00,100.00%,184,168,168.00,16.00,0.00,0.00,0.00,100.00%,160,152,152.00,8.00,0.00,0.00,0.00,100.00%,176,152,152.00,24.00,0.00,0.00,0.00,100.00%,"1,440",1252,"1,252.00",136.00,52.00,0.00,0.00,100.00%
950,PC - 3,Miguel Adkins,Level 7,Location 1,Client Service Staff,Resigned,Tommy Muire,31-07-2017,Resigned,31-10-2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,32,0.00,0.00,16.00,0.00,24.00,0.00%,184,136,0.00,16.00,32.00,0.00,112.00,0.00%,168,157,173.00,8.00,3.00,0.00,16.00,110.19%,40,32,32.00,8.00,0.00,0.00,0.00,100.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,440,357,205.00,32.00,51.00,0.00,152.00,57.42%
951,PC - 3,Josh Newton,Level 7,Location 1,Client Service Staff,Confirmed Staff,Beryle Lisha,31-07-2017,Active,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,30,16.00,0.00,18.00,0.00,6.00,53.33%,184,156,0.00,16.00,12.00,0.00,164.00,0.00%,168,156,208.00,24.00,-12.00,0.00,-52.00,133.33%,176,160,160.00,16.00,0.00,0.00,0.00,100.00%,176,176,176.00,0.00,0.00,0.00,0.00,100.00%,168,128,128.00,40.00,0.00,0.00,0.00,100.00%,184,144,144.00,40.00,0.00,0.00,0.00,100.00%,160,160,160.00,0.00,0.00,0.00,0.00,100.00%,176,168,168.00,8.00,0.00,0.00,0.00,100.00%,"1,440",1278,"1,160.00",144.00,18.00,0.00,118.00,90.77%
952,PC - 3,Rylee Riley,Level 8,Location 1,Client Service Staff,Confirmed Staff,Iormina Lucienne,31-07-2017,Active,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,8,0.00,0.00,40.00,0.00,0.00,0.00%,184,168,32.00,8.00,8.00,0.00,144.00,19.05%,168,168,224.00,0.00,0.00,0.00,0.00,133.33%,176,168,120.00,8.00,0.00,0.00,0.00,71.43%,176,168,232.00,8.00,0.00,0.00,0.00,138.10%,168,120,128.00,48.00,0.00,0.00,0.00,106.67%,184,128,104.00,56.00,0.00,0.00,0.00,81.25%,160,152,176.00,8.00,0.00,0.00,0.00,115.79%,176,160,160.00,16.00,0.00,0.00,0.00,100.00%,"1,440",1240,"1,176.00",152.00,48.00,0.00,144.00,94.84%
953,PC - 1,Zayden Cowan,Level 8,Location 3,Client Service Staff,Serving Notice Period,Luciana Erika,31-07-2017,Active,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,0.00,0.00,0.00,0.00,0.00,0.00%,184,151,0.00,8.00,25.00,0.00,159.00,0.00%,168,160,0.00,8.00,0.00,0.00,160.00,0.00%,176,152,0.00,24.00,0.00,0.00,152.00,0.00%,176,176,0.00,0.00,0.00,0.00,176.00,0.00%,168,128,296.00,40.00,0.00,0.00,-168.00,231.25%,184,168,168.00,16.00,0.00,0.00,0.00,100.00%,160,160,160.00,0.00,0.00,0.00,0.00,100.00%,176,136,0.00,40.00,0.00,0.00,136.00,0.00%,"1,400",1239,624.00,136.00,25.00,0.00,615.00,50.36%
954,PC - 2,Teagan Hunt,Level 7,Location 9,Client Service Staff,Confirmed Staff,Lenora Nydia,31-07-2017,Active,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,0.00,0.00,0.00,0.00,0.00,0.00%,184,142,24.00,16.00,26.00,0.00,126.00,16.90%,168,160,152.00,8.00,0.00,0.00,8.00,95.00%,176,144,152.00,32.00,0.00,0.00,-8.00,105.56%,176,176,176.00,0.00,0.00,0.00,0.00,100.00%,168,120,120.00,48.00,0.00,0.00,0.00,100.00%,184,168,168.00,16.00,0.00,0.00,0.00,100.00%,160,160,160.00,0.00,0.00,0.00,0.00,100.00%,176,136,136.00,40.00,0.00,0.00,0.00,100.00%,"1,400",1214,"1,088.00",160.00,26.00,0.00,126.00,89.62%
955,PC - 2,Fernando Stone,Level 7,Location 7,Client Service Staff,Confirmed Staff,Rosabella Arlina,31-07-2017,Active,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,0.00,0.00,0.00,0.00,0.00,0.00%,184,148,72.00,24.00,12.00,15.00,69.00,48.65%,168,162,152.00,0.00,6.00,0.00,10.00,93.83%,176,144,142.00,32.00,0.00,0.00,2.00,98.61%,176,160,160.00,16.00,0.00,0.00,0.00,100.00%,168,112,112.00,56.00,0.00,0.00,0.00,100.00%,184,168,168.00,16.00,0.00,0.00,0.00,100.00%,160,160,160.00,0.00,0.00,0.00,0.00,100.00%,176,112,96.00,64.00,0.00,0.00,16.00,85.71%,"1,400",1174,"1,062.00",208.00,18.00,15.00,97.00,90.46%
956,PC - 3,Luke Garner,Level 8,Location 1,Client Service Staff,Confirmed Staff,Cordula Devan,31-08-2017,Active,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,160,120,104.00,40.00,0.00,0.00,16.00,86.67%,184,160,160.00,24.00,0.00,0.00,0.00,100.00%,160,160,160.00,0.00,0.00,0.00,0.00,100.00%,176,132,132.00,44.00,0.00,0.00,0.00,100.00%,680,572,556.00,108.00,0.00,0.00,16.00,97.20%
